creded,debitF,meanpay,billnum,debitM,zhongxingM,sidaM,xindaiR,cardnum,xindaiF,maxpay,zhuanzhangF,gongjiaoF,zhuanzhangR,age,gongjiaoR,sidaF,sidaR,zhongxingF,zhongxingR,xiaofeiF,jinkaF,zhuanzhangM,gongjiaoM,youxiM,xindaiS,black
0.22,1,403537,9,642260.9,62707,534182,22.73,12,4,2935926.65,1,0,394.68,30,365,31,70.66,10,350.72,9,20,151636.3,7521.49,1.04,153803.87,0
0.31,56,365793,61,686543.6,946371,792450,12.5,9,10,1338010.35,45,1,182.23,32,327.69,16,191.1,15,362.12,2,0,375777.9,11770.97,24.64,41432.48,1
0.08,27,111137,3,1105852.5,146704,5673,141.42,7,1,2232947.14,7,0,608.9,27,365,54,26.75,8,273.65,0,0,346241.69,591.55,426.13,168989.85,0
0.1,2,612885,154,203695.52,1289,321381,25.59,8,0,2053427.41,13,2,53.88,22,365,0,164.08,14,233.27,6,0,103884.02,1788.63,19.62,115180.19,0
0,0,282044,2,297150.28,40561,42996,72.64,6,12,2439929.75,32,1,331.08,28,365,44,29.75,17,120.05,3,17,339651.43,4.82,18.6,123488.61,1
0.27,25,733659,79,855709.55,20316,289450,35.11,10,5,1405177.79,2,0,570.6,25,338.64,49,203.19,1,84.43,5,3,23809.31,976.93,20.58,8579.42,0
0,0,772065,79,482801.44,10970,24078,147.16,4,2,31807.33,4,2,263.18,30,333.94,7,132.62,0,365,5,11,596487.96,21917.31,8.02,6591.38,1
0,1,137205,113,5290.52,22318,383711,334.16,2,10,1390481.08,36,3,313.14,39,365,11,111.94,21,208.85,4,2,870024.45,543.07,4.37,65966.15,1
0.35,5,350907,147,466283.95,423981,818212,203.58,5,3,4360479.62,44,4,179.85,26,334.28,31,28.61,2,333.71,4,0,82206.05,27622.02,41.94,102812.76,0
0.01,0,202001,13,613304.96,353847,14672,312.45,10,13,1354063.48,20,0,411.72,32,361.07,12,170.58,1,200.07,0,2,60902.59,7768.95,198.98,3030.34,1
0.22,94,291251,175,484095.99,277020,486267,39.77,9,10,171467.05,4,2,286.98,24,365,113,210.93,1,180.78,0,2,951325.73,285.31,1150.05,123479.86,0
0.02,38,408871,10,465262.09,35224,623844,218.17,3,6,106585.6,29,2,309.33,28,332.76,28,33.74,1,365,9,1,26034.31,1555.56,12.83,56151.58,0
0.31,2,25013,7,193073.62,14653,709217,29.57,1,7,11294.61,34,0,230.48,25,365,2,130.62,0,140.84,0,5,462245.97,21542.21,510.7,161458.36,0
0.16,2,39705,29,407556.33,494127,22387,125.4,3,4,1295953,9,2,372.61,36,365,3,141.41,10,317.57,0,12,466047.88,1607.73,90.25,5423.89,0
0.12,2,245536,119,336761.92,280374,346696,241.73,1,14,112592.56,53,0,209.22,30,365,12,121.66,4,218.52,4,10,395365.86,1205.63,26.3,4701.78,1
0.21,39,150940,131,255049.96,69950,110900,56.07,7,8,107298.37,23,0,290.43,32,346.46,42,187.47,0,110.76,3,0,808642.4,2502.12,149.14,87696.9,0
0.15,52,699173,23,38859.87,109833,310933,168.54,5,6,1446122.32,21,0,219.72,37,365,73,77.48,2,306.31,4,1,303878.02,3608.55,58.7,67230.73,1
0.01,54,739,47,364881.57,53352,453728,68.71,8,3,424177.86,24,0,114.06,29,345.39,72,66.02,13,178.52,2,2,159334.36,3686.44,6.82,191679.4,0
0.02,8,349431,232,29422.51,19938,36624,174.43,4,3,2858346.31,2,1,314.33,33,365,2,365,7,84.04,7,10,50588.7,958.73,24.61,397204.84,1
0.13,17,357387,169,363509.77,159027,542035,197.21,11,2,833022.5,37,2,109.94,29,299.29,51,200.25,20,55.9,1,18,736006.15,699.11,27.89,13630.24,0
0.02,18,330857,139,441.21,102693,280497,107.55,9,0,1850796.58,50,0,226.12,27,335.7,4,365,12,81.08,1,1,93684.26,590.3,73.94,48175.39,1
0.22,36,813371,95,200245.52,396228,672139,156.29,16,1,3175318.71,7,0,379,33,365,3,36.8,22,123.28,3,8,537004.24,9290.16,81.17,3286.53,0
0.06,32,166020,124,742663.31,975,243154,2.37,2,8,213801.51,45,1,147.03,26,365,35,160.13,2,278.61,0,2,13429.99,2920.46,77.28,128445.17,0
0.01,44,20388,20,9968.5,30979,503902,129.04,5,3,245478.83,10,0,107.03,29,365,1,166.87,1,316.91,2,1,23499.54,14885.18,30.23,51386.8,0
0.19,1,278050,7,633377.13,134543,11735,34.61,7,0,2015996.76,68,6,157.52,33,365,45,229.54,14,125.39,2,1,201463.07,345.13,117.02,20978.78,1
0.37,161,13732,129,831693.67,317803,59382,307.04,3,11,2717364.62,48,3,18.11,35,266.51,50,148.74,39,210.02,3,2,37571.21,2614.9,9.45,15928.79,1
0.15,9,372364,127,20396.39,28880,308025,75.53,2,5,107321,40,0,164.92,32,337.46,22,113.98,15,352.26,3,11,43731.84,14994.85,107.19,172464.02,0
0.04,27,578825,61,71137.93,13876,556502,33.26,6,8,163793.11,3,3,148.68,38,365,29,138.49,1,365,0,1,37259.74,10540.91,588.5,156045.5,0
0.1,25,426766,79,74924.29,1732,36290,268.48,8,6,95656.83,4,1,39.57,32,303.17,20,82.16,0,82.03,0,1,611901.9,1044.39,10.32,3102.01,0
0.34,43,299569,223,9339.71,266657,23616,126.47,6,0,2704171.62,1,2,27.75,31,351.63,27,365,13,280.01,0,3,153051.7,10128.06,578.37,187641.03,0
0.01,17,375581,42,124627.13,7314,3176,162.65,12,1,2919991.88,4,0,171.7,26,347.78,26,121.29,15,225.27,1,3,204324.44,2766.58,18.15,5007.38,1
0.11,2,63684,142,4381.26,169003,780089,54.71,5,3,116919.19,46,2,206.3,24,285.97,2,365,1,141.55,0,15,345422.26,352.22,186.14,39227.84,0
0.09,16,76543,85,564666.1,197437,308461,280.49,3,0,2435206.08,59,0,258.88,33,346.2,9,22.03,4,301.93,6,1,628486.51,26724.42,619.92,2825.8,0
0.12,57,430980,5,4131.71,426431,601228,291.33,5,10,314993.14,75,0,469.32,36,365,1,304.59,2,365,0,0,16971.81,8330.58,432.04,128261.32,1
0.32,5,434038,175,54873.91,162221,630043,100.04,5,1,3026382.82,32,1,318.38,28,365,1,38.08,2,39.54,5,5,755926.21,16490.15,88.13,36215.37,1
0.19,31,530270,44,16694.23,252365,18941,189.74,10,3,2780015.91,29,2,144.22,36,304.95,2,311.52,7,365,6,11,586778.19,1133.44,19.48,301565.04,1
0.13,26,122294,107,13371.23,436445,32065,260.44,14,5,139444.9,2,0,192.17,30,365,46,23,22,365,1,6,55311.19,11254.37,179.6,18122.87,1
0.02,11,447421,40,432117.76,290404,20653,208.45,5,0,965411.46,2,1,280.2,32,365,6,114.21,1,337.55,1,8,345950.72,1351.82,167.6,102388.11,0
0.09,25,521306,185,655402.61,129465,511537,365,6,8,980731.7,31,0,29.84,30,365,4,24.96,0,365,2,0,649981.88,5658.62,364.5,230370.54,0
0.22,51,145993,41,51617.58,201208,49219,234.96,7,7,722298.9,1,3,180.71,30,303.27,6,251.98,27,365,0,1,91733.26,1153.28,297.78,8754.23,0
0.16,39,290750,15,680921.05,203796,238998,294.83,9,3,98052.92,33,0,233.32,31,365,33,26.01,4,309.78,2,0,38667.65,346.6,122.48,25836.67,0
0.02,52,174378,46,759318.97,108588,1128339,53.3,1,4,1500664,4,0,238.99,32,365,47,27.28,4,200.98,11,0,622800.75,4737.33,469.7,128499,0
0.01,9,26254,77,357571.89,491205,39054,39.89,7,0,501722.65,63,0,83.29,32,283.61,51,18.72,12,294.04,6,1,789708.16,738.91,16.43,11267.07,0
0.01,20,173846,68,29548.2,677195,19889,141.71,15,9,520998.07,1,0,19.33,26,320.29,58,241.35,1,189.84,0,1,23717.42,20317.94,8.06,232744.2,0
0.03,91,543404,6,117813.71,412906,262496,195.51,6,4,46748.32,35,0,586.09,35,272.48,4,67.16,1,137.36,0,0,844911.64,881.64,199.91,11581.95,0
0.29,135,7416,12,17429.37,335418,64707,257.71,7,0,260516.67,5,1,221.03,32,365,22,136.5,1,88.1,1,1,64887.42,2224.25,196.06,94859.88,0
0.28,18,44727,57,770153.8,157490,533975,192,9,3,1595181.17,16,0,209.95,32,365,63,8.67,17,212.84,9,0,24802.28,1138.62,19.28,252197.12,0
0.27,68,378471,13,2982.37,43428,738622,235.83,1,13,718171.2,1,6,444.89,28,365,50,125,0,365,0,2,312116.18,1346.46,220.19,47089.82,1
0.02,3,24422,105,94849,150454,49826,11,17,12,458153.47,77,2,211.4,30,338.3,5,94.37,1,261.05,1,2,964788.23,2007.53,73.24,205498.04,0
0.07,28,749558,15,64706.69,66697,481061,365,0,1,3102427.55,0,2,296.15,28,354.91,11,129.45,17,248.04,4,2,511845.64,7030.41,29.04,8076.84,0
0.19,105,513798,79,339959.14,301920,239210,133.27,12,7,1078134.07,5,2,139.01,27,326.58,15,35.25,7,61.89,0,17,629712.79,16836.84,452.4,5899.08,0
0.28,6,581339,45,23921.65,296453,490311,96.65,1,4,1345212.7,54,1,68.7,32,365,43,181.51,1,365,12,1,16191.24,21159.42,651.94,173698.44,0
0.09,47,196084,139,704014.34,178150,981152,117.43,2,4,229650.48,2,4,53.33,23,365,23,44.23,9,279.77,0,12,29256.38,501.57,8.76,290276.05,0
0.03,8,480152,231,250229.95,435215,162344,186.28,8,6,731197.14,42,1,270.11,28,365,5,55.89,1,226.98,1,6,472779.82,1209.91,384.82,17538.65,0
0.02,1,162654,118,53755.36,45095,85768,154.83,6,4,42561.75,27,0,213.64,28,352,52,69.37,0,361.76,1,8,398487.59,6597.1,27.13,119231.31,0
0.06,130,176597,35,617947.47,24440,390992,293.76,8,1,132886.28,39,0,242.82,32,312.93,54,160.9,14,54.32,3,0,559064.96,11384.68,14.78,76695.78,0
0.01,64,152542,10,594838.03,212344,392445,203,18,11,1689171.89,0,0,310.31,38,365,40,198.44,15,34.46,2,13,89989.64,1985.34,27.69,316649.36,1
0.19,27,459106,308,20991.6,72306,494278,143.7,7,5,99796.47,18,2,373.73,28,356.2,78,123.97,2,36,6,17,172414.1,34497.88,36.91,31646.92,0
0.01,52,486784,53,43525.98,366412,43462,365,5,7,782025.85,40,0,83.44,31,365,26,139.16,14,339.69,0,1,303160.1,3681.34,2.27,304938.85,1
0.22,28,792708,73,712421.86,33985,795735,158.95,2,4,9276.63,7,0,80.34,35,365,13,27.06,4,227.63,1,1,7323.52,5247.75,87.36,226001.32,0
0.05,11,14848,9,266468.22,18681,333926,365,7,3,1201370.2,0,1,233.07,31,365,1,301.85,0,144.76,0,0,503188.62,17533.16,22.22,66335.17,1
0.01,7,7441,69,366027.33,16366,72132,117.47,10,7,127611.24,4,2,16.71,24,365,80,290.73,1,365,7,8,169313.54,7080.43,661.72,2981.51,1
0.03,62,143427,23,17128.37,346916,117496,150.21,2,0,2636268.87,28,0,223.77,23,360.93,4,216.03,20,253.12,1,0,22900.96,14407.49,290.76,110352.05,1
0,57,46380,48,23798.54,63787,416348,224.95,6,0,1879784.56,43,2,245.66,34,351.62,13,32.84,25,365,3,0,323281.35,142.25,798.2,13421.42,1
0.18,5,169846,4,106143.04,52588,3609,353.14,8,9,409791.26,75,2,157.46,29,341.43,66,324.36,2,365,0,1,3905.26,50.21,109.15,279618.67,1
0.01,51,33537,272,327142.05,75252,10679,286.31,10,1,156290.24,3,0,419.04,26,347.84,58,104.07,7,124.32,0,1,456504.95,133.98,75.75,208869.18,1
0.17,40,283154,175,347405.51,272683,270789,10.62,4,5,430877.18,6,0,191.53,36,361.01,7,22.49,8,146.93,0,8,167735.45,406.26,716.72,63580.48,0
0.01,48,5608,124,407736.72,244948,128931,31.68,13,7,1688391.49,96,0,486.08,29,358.39,3,45.82,8,273.22,0,0,19059.71,13268.3,464.2,10197.33,0
0.13,1,20241,14,264631.57,13168,288413,320.07,18,0,164896.41,13,1,566.27,34,365,8,150.98,14,40.08,0,1,417623.76,741.01,5.58,4578.56,1
0.05,24,204205,10,469636.15,49537,182380,143.95,1,1,160716.05,1,0,406.34,23,342.73,74,138.42,3,365,3,1,62795.97,1421.58,714.16,170003.48,0
0.04,71,85720,96,17458.76,164275,256656,273.14,1,0,537914.7,3,0,17.5,24,365,39,292.43,4,199.44,1,0,203866.3,3306.25,347.29,392043.3,0
0.31,0,151565,37,317184.47,7882,59394,190.71,2,7,1097325.3,66,2,152.53,36,313.93,41,46.3,7,347.85,1,1,574581.2,12367.2,95.49,4065.99,1
0.17,61,490983,82,514.57,471214,17288,155.91,9,2,39325.49,28,2,67.81,32,365,62,126.4,0,270.59,4,3,38325.56,3761.44,1.98,147919.81,0
0.14,47,7407,50,289934.85,11715,522581,246.67,5,7,3527464.62,32,0,337.55,35,365,7,134.23,1,365,0,1,88214.24,113.58,678.03,188475.59,0
0.5,4,2073,161,137642.25,32256,15316,32.15,7,4,285538.73,2,1,249.27,28,358.81,15,217.92,6,292.67,0,2,102804.61,976.07,699.59,16678.66,0
0.06,43,488159,38,175755.75,670818,19948,365,3,5,685405.9,28,0,146.01,34,314.03,58,46.13,2,125.38,1,9,104047.48,4744.65,53.82,254298.02,0
0.24,0,295009,15,557509.04,203935,303055,11.71,11,0,3961063.4,2,1,197.43,27,365,16,288.93,10,53.3,0,23,257332.78,837.63,9.98,224063.67,0
0.03,55,131446,4,548738.21,156190,44685,365,16,5,1621059.56,27,4,91.73,24,314.32,59,116.94,1,65.46,5,4,230616.07,3181.5,24.86,172941.38,1
0.02,10,443316,41,395432.23,16954,61691,220.85,1,4,227007.68,29,2,264.39,36,365,60,80.19,0,303.69,1,1,20337.97,27250.11,85.47,148602.76,1
0.27,7,33224,109,62494.27,217819,35934,185.88,2,4,1719823.69,0,0,23.25,27,330.74,1,186.53,1,365,11,2,457674.39,821.39,555.6,9.35,1
0.07,110,224416,174,257371.39,263,318414,193.29,16,10,775368.33,15,0,408.69,32,365,8,17,0,296.74,2,17,25531.94,217.09,41.22,82368.82,1
0.01,9,7327,25,278584.13,23292,119836,235.9,11,7,21323,1,2,288.91,29,365,31,238.2,8,249.23,8,3,3951.81,7917.38,106.66,4722.39,1
0.03,4,511740,146,34001.01,23809,716740,236.35,10,10,101917.02,8,2,174.78,27,365,58,103.71,16,136.85,2,1,197955.34,1453.65,20.03,135566.92,0
0.06,127,581051,152,1076384.61,18440,41719,121.99,6,1,2734573.02,8,0,324.47,24,365,52,101.59,5,365,5,23,287842.51,1238.28,267.84,256477.15,0
0.2,29,222186,90,25426.14,208331,664709,60.61,15,3,93523.02,16,3,37.39,25,305.45,5,26.25,0,365,3,0,735274.05,10973.37,45.1,22891.98,1
0.1,0,62474,91,32674.03,11164,844683,37.42,4,9,14963.33,4,1,176.72,36,365,37,84.72,12,283.15,0,1,82550.04,111.49,83.26,143021.78,0
0.12,102,768989,66,81891.2,36474,32454,48.25,12,9,143982.57,3,1,238.42,28,354.62,39,37.65,15,174.47,1,7,125560.21,1430.8,58.8,12306.15,0
0.47,45,18599,180,40373.01,97870,41115,172.5,8,8,441861.78,5,1,315.42,32,365,21,154.43,14,270.96,10,2,3323.42,1949.83,8.34,114905.98,0
0.03,39,387962,103,131521.64,9388,658299,205.95,17,1,2266031.13,4,0,372.02,38,342.63,6,14.08,1,330.54,0,11,237293.99,312.13,806.34,215643.67,1
0.03,2,4340,19,424857.37,325821,221526,234.49,4,7,2767381.75,4,0,128.5,19,336.48,80,115.94,12,66.94,6,28,99068.47,11143.53,14.45,113740.47,0
0.08,4,100009,42,183049.48,12615,310789,223.79,18,9,842680.11,50,3,73.91,31,358.39,29,90.61,6,325.86,1,4,141579.45,13380.34,25.47,50118.66,1
0,108,435797,46,45326.56,15240,587609,332.26,12,2,820942.78,12,2,262.99,29,332.72,21,275.56,8,181.91,1,14,341302.89,9359.8,19.76,153711.05,0
0.62,167,494003,0,1867.84,97261,100699,157.81,18,5,635505.56,29,1,223.58,34,365,19,98.01,2,107.62,6,19,1154204.21,1383.77,279.43,205200.58,0
0.03,8,5092,234,160715.91,256870,316479,242.91,1,6,2375698.85,4,1,26.06,28,322.05,27,323.31,0,365,1,16,35014.18,682.21,109.58,206012.28,0
0.31,67,381238,100,183580.73,7772,896581,52.43,7,2,57735.45,31,0,122.13,18,362.55,80,54.24,11,241.69,0,8,406365.49,23046.89,121.85,307703.65,0
0.03,65,18712,5,30000.63,237016,571,326.93,10,4,410911,1,1,348.49,30,340.4,35,78.68,1,286.75,2,17,7848.39,14572.4,166.44,60363.66,1
0.02,2,154307,2,363836.57,192388,801085,79.67,2,1,1991050.6,3,3,261.02,27,353.08,81,106.75,2,179.58,4,1,891826.37,1111.02,19.24,212452.8,0
0,23,79912,40,456344.43,93912,127940,26.83,7,3,789991.94,12,0,230.99,31,363.15,8,76.14,15,218.88,14,1,991497.93,276.11,50.6,80465.73,1
0,64,436421,4,30517.51,585497,415463,207.31,11,2,2062695.75,33,1,208.69,22,365,59,112.59,10,172.99,0,1,357389.67,3222.83,6.62,158301.27,0
0.01,69,219527,6,15221.09,103215,29834,116.52,6,5,768290.64,28,3,207.08,36,358.02,66,365,0,191.56,0,1,622143.47,355.54,8.17,109890.51,0
0.26,3,626839,40,319780.94,335841,243291,100,1,7,1370179.27,2,0,503.67,33,365,5,200.25,2,160.53,6,1,635118.28,422.29,113.35,105061.4,0
0.01,82,481324,76,199907.89,49451,48281,47.66,2,0,1148751.87,35,0,159.21,35,350.78,5,182.75,7,365,0,13,41946.3,2352.67,170.63,40812.13,0
0.14,6,310292,137,184602.59,79121,524796,222.77,12,2,1932635.92,103,0,188.09,27,314.98,76,96.14,13,323.96,4,9,109000.04,1287.83,15.7,8391.56,1
0.04,35,70909,15,908281.42,243338,696966,176.72,3,0,684543.83,48,0,374.5,28,346.81,15,136.2,1,292.05,0,18,607858.35,8075.92,30.95,95040.93,0
0.14,58,150882,2,62973.47,295365,34960,277.4,13,6,1608080.04,4,0,261.13,24,365,73,311.74,5,29.29,3,2,40845.27,1531.14,50.58,144908.6,0
0.02,55,19075,220,46391.21,9064,453896,129.62,8,3,1500431.12,15,0,220.04,28,365,19,32.74,1,315.83,8,2,864765.7,415,12.75,39707.31,0
0.06,13,809,82,134159.1,6865,74486,48.03,9,3,1785209.78,16,0,188.27,24,338.48,31,167.25,15,342.14,0,7,39477.96,421.02,36.82,149279.27,0
0.2,17,365970,29,272375.49,118148,143302,194.94,2,4,301615.66,44,2,308.21,31,332.79,2,303.12,26,77.89,2,1,560268.14,508.45,15.85,247244.7,0
0.19,30,329591,2,703961.54,36955,94405,259.8,3,5,540191.39,81,2,206.67,33,262.29,42,168.72,1,24.18,0,4,199296.33,21393.6,24.97,196538.37,0
0.09,4,143144,306,351635.28,210278,195376,178.47,5,7,2009157.69,5,5,154.31,21,365,3,166.3,6,321.94,2,1,148640.6,396.97,41.72,215220.88,0
0.03,51,502163,27,114841.71,43161,3744,206.18,9,16,400523.28,1,2,167.93,25,330.58,47,365,22,275.84,0,1,54729.38,12104.48,155.84,17102.51,0
0.22,112,142366,13,187140.55,263492,45575,124.04,14,8,1681395.08,45,1,253.95,43,320.66,49,158.59,7,107.16,3,0,402210.49,3159.13,19.61,25352.29,1
0.23,24,636860,96,312330.76,99720,444025,242.45,9,6,1750542.17,23,0,351.28,40,323.81,14,94.49,1,365,5,8,23280.04,2135.33,223.78,158531.47,0
0.44,12,226846,17,440935.01,319382,510036,159.22,11,9,151992.43,0,2,305.75,27,346.71,3,198.54,32,365,4,2,260584.23,2240.17,128.77,204323.51,0
0.03,48,68186,170,378705,25664,16198,180.32,4,8,3073888.65,41,1,351.9,33,361.3,5,308.79,10,365,0,2,266829.83,526.2,53.39,11065.15,1
0.16,4,230181,18,12970.62,131413,131316,147.53,6,5,2134534.17,2,0,25.03,30,334.02,15,336.04,9,318.41,0,1,351568.42,994.49,23.14,5828.51,0
0.08,2,319357,8,263774.82,17288,5457,171.21,3,1,1554767.73,87,0,225.69,30,342.97,71,28.03,10,365,2,12,131180.1,1896.98,64.89,3310.95,1
0.35,41,377240,2,65910.38,52284,396200,137.39,7,0,1159305.14,1,3,124.26,31,365,2,206.95,23,365,0,2,81059.07,1781.36,87.31,405125.2,0
0.14,36,34325,60,491037.88,1877,848738,146.47,5,5,2522525.88,15,0,37.96,22,339.57,1,168.86,28,172.68,0,1,290418.25,2853.66,185.39,125480.09,0
0.02,138,160641,1,23743.12,564013,303057,22.93,1,1,122774.98,1,2,159.51,33,365,86,365,11,238.21,7,7,38005.96,977.12,109.94,70501.93,0
0.02,1,2270,6,372431.02,45990,64065,117.5,0,2,2861632.77,1,2,210.18,31,283.24,70,26.69,8,231.45,0,0,22684.85,1954.05,402.46,133737.87,0
0.21,46,313849,210,204226.97,172558,23175,129.53,2,1,96948.01,1,0,457.77,31,365,24,112.34,18,128.25,9,2,508094.3,171.91,246.04,42709.96,0
0.01,1,873853,14,704804.14,231135,580307,90.85,11,1,22909.92,1,0,25.5,38,365,69,171.99,5,365,1,2,1247336.12,2207,0.61,13119.19,0
0.02,90,271244,14,383269.04,193570,68764,95.53,13,4,2504923.22,2,6,119.57,35,349.71,6,151.94,26,197.41,0,1,611486.02,1921.27,50.01,132077.26,0
0.47,14,530923,181,15352.04,83782,1934,268.52,8,3,674539.67,20,0,421.5,31,348.5,2,176.72,2,365,1,1,3911.15,14867.64,28.9,317230.56,0
0.17,42,55112,3,9306.53,249333,480806,281.96,10,9,5029.4,2,2,113.29,38,287.31,5,39.7,0,195.71,1,5,29354.57,11479.61,3.69,120902.81,0
0.26,2,531286,175,22269.19,39404,188167,94.62,13,5,1108083.2,31,2,283.57,39,365,30,115.35,3,365,4,2,13883.57,1496.02,47.87,16672.29,1
0.01,46,360026,175,412792.93,10050,422556,258.41,3,8,819216.29,20,1,123.62,36,316.54,50,47.01,0,25.82,0,5,564713.68,2533.58,162.01,116776.28,0
0.03,26,490653,151,2997.91,70362,269884,213.33,8,4,56676.04,17,2,125.82,34,365,27,27.3,0,365,5,2,325041.17,126.38,18.25,33578.68,1
0,3,25968,43,465092.04,313591,624232,145.34,7,5,106727.09,1,2,80.3,32,338.91,8,58.24,2,245.33,1,22,58170.16,32553.37,20.68,29949.39,0
0.43,7,349528,22,231966.86,168025,35591,105.26,1,4,459552.48,2,5,230.81,27,340.9,52,222.56,1,143.16,0,0,24702.64,1904.9,12.88,10519.65,0
0.25,50,350020,49,50223.86,436363,162106,82.73,4,0,2972965.09,6,2,221.28,28,352.25,1,9.45,7,365,1,1,35422.65,27386.73,338.53,36104.26,0
0.02,57,464561,40,16420.54,7201,18316,365,3,1,378163.21,2,2,376.29,28,267.77,27,43.06,4,248.6,1,0,1938.51,18477.77,39.57,77478.15,0
0.15,70,308541,48,83321.8,14492,50242,251.36,8,6,876754.28,27,0,58.06,35,365,38,335.04,1,329.25,4,1,243760.23,1522.31,49.45,45433.45,0
0.22,63,331035,99,620156.01,21277,5221,26.62,10,4,110054.04,7,1,162.65,27,365,1,39.47,0,243.96,2,9,30623.89,7662.91,49.1,204517.03,1
0.04,0,79804,0,1247721.66,42293,625266,328.82,13,0,30876.9,35,0,188.14,28,365,27,118.25,1,238.89,1,25,445308.82,137.71,349.78,92831.86,0
0.02,2,318850,94,136344.39,126925,478751,23.14,2,6,477029.9,29,1,211.26,22,365,24,47.77,28,178.49,2,16,917486.21,2010.58,32.85,93305.67,1
0.22,92,241312,231,392403.22,370479,14411,172.14,2,0,2631470.23,23,1,257.62,29,339.76,23,98.76,30,257.95,0,10,704191.56,331.14,27.9,4195.08,0
0.19,41,643,111,52653.75,72289,914572,211.92,3,1,3705926.65,50,4,325.63,37,306.35,6,87.07,0,350.69,4,1,251671.56,4600.04,33.15,263538.6,0
0.26,2,633574,10,15621.76,8495,215021,175.04,8,2,708627.26,16,0,226.56,32,365,1,93.62,4,365,0,8,436110.12,1040.02,269.68,417439.1,0
0.05,9,228925,1,368481.45,461581,258621,24.9,10,2,3475861.19,49,2,205.04,31,301.91,2,228.74,11,365,0,8,19723.93,15776.9,54.58,156699.66,1
0,26,38001,151,51330.88,400770,473407,189.31,5,0,3411530.81,15,2,125.52,30,333.83,0,32.02,13,365,2,11,469457.92,13884.41,656.82,109390.49,0
0.3,66,9944,146,382731.92,261618,834318,288.32,2,2,4270172.4,8,1,84.3,33,363.06,67,181.97,2,198.62,3,2,3480.76,1876.56,1501.85,282780.79,1
0.2,26,404143,156,692712.16,37408,14180,132.41,2,3,1196698.63,6,0,193.46,31,360.98,9,21.54,26,128.91,0,10,80077.93,507.79,7.36,23771.5,0
0.21,3,16137,137,451918.44,441731,27840,347.48,10,1,925311.83,3,0,215.58,28,332.54,1,43.68,1,365,5,8,18821.94,10800.24,598.28,122462.13,1
0.01,6,521205,49,313444.74,31442,142279,84.47,1,4,134700.74,83,3,264.38,24,332.94,31,142.02,0,241.14,0,7,309057.68,580.41,301.07,5911.18,1
0,48,22597,15,481277.07,220777,46461,126.66,5,2,69456.25,1,0,221.05,30,365,4,201.9,14,324.79,0,12,493415.19,26359.2,8.78,114526.75,0
0.01,5,264384,129,439420,795678,4596,256.17,2,5,1405454.05,29,2,266.14,37,342.53,42,126.79,1,244.76,8,1,299302.76,903.35,30.8,236268.35,1
0.06,8,607898,55,104600.66,86924,441935,31.85,4,0,2316111.48,21,0,226.17,33,310.09,1,260.1,0,316.59,6,19,530133.88,282.29,47.38,38527.13,0
0.28,6,10260,9,79074.14,209103,29750,333.79,2,2,1604185.39,77,0,480.35,26,365,96,182.07,19,365,1,15,322028.74,356.92,401.79,116017.15,1
0.14,6,52091,61,380406.31,21262,402480,69.2,9,11,2375401.72,3,0,199.27,33,365,73,108.62,1,199.67,2,1,109984.69,9528.81,15.57,208952.32,1
0.03,57,1377,9,126674.59,250332,52581,249.1,1,1,294602.46,6,0,177.54,38,318.69,2,326.48,1,211.97,2,18,10061.13,10332.69,16.36,225989.3,0
0.02,6,2738,179,175068.11,20514,354611,174.65,1,6,44870.85,50,1,271.45,31,352.02,3,39.16,0,11.19,2,1,176089.43,524.82,77.16,33360.5,1
0.57,20,854069,10,7336.72,127412,448564,60.74,12,0,2485118.8,4,1,346.51,30,365,2,245.36,2,99.59,8,1,97833.26,1415.87,15.26,40868.85,0
0.28,47,476876,22,50002.61,373909,305365,184.71,15,3,239647.42,3,1,266.95,33,340.3,81,31.21,13,365,6,0,77492.64,208.77,25.99,59990.62,0
0.19,16,7873,157,20375.9,16367,5448,198.07,1,13,62185.18,1,1,29.9,40,365,4,115.17,10,210.33,11,1,542575.81,591.77,9.53,4617.96,0
0.3,26,115255,10,552073.33,75283,861510,290.13,2,12,2180439.26,11,0,356.63,38,365,10,104.48,0,365,0,12,459403.8,11959.39,254.93,3671.28,0
0.07,7,49626,31,905966.94,16068,468535,293.97,0,0,726438.62,37,0,249.93,29,365,1,291.68,16,14.88,6,0,36026.33,740.13,63.75,116519.63,0
0.03,5,1248,3,569603.29,38571,112751,106.94,1,3,2406792.54,10,4,89.25,23,316.87,33,225.45,13,266.96,4,5,567845.29,28070.29,82.05,136576.16,1
0.02,0,550763,96,206883.2,250676,461272,234.09,4,6,283311.33,9,0,389.64,30,322.7,1,202.24,25,255.96,1,1,99111.01,3168.88,156.44,75049.69,1
0.01,62,608822,111,12692.75,88058,134443,30.83,6,6,583414.88,19,0,377.32,26,330.54,39,33.55,1,330.23,5,5,37423.05,2744.64,22.05,25254.11,0
0.62,1,67416,5,138336.85,911,73680,339.73,8,0,1825854.6,1,2,166.41,28,332.64,2,130.82,11,36.13,0,2,53931.84,356.02,41.92,260318.08,0
0.01,109,235020,218,29678,94423,9252,224.16,1,0,233346.51,1,0,383.32,32,311.99,1,41.13,19,322.61,9,1,352041.92,354.77,424.82,18372.96,0
0.02,7,317876,117,429480.41,45705,6834,128.91,1,1,1134170.71,3,1,365.56,40,306.44,2,20.85,4,365,1,2,406936.69,40.59,267.22,10524.92,0
